,year,release_date,category,genre,title,creator,title_image,introduction,country_category,country_name,video,production,distribution,grade,runtime,remake,cast,staff,awards,series,soundtrack,amount,ref_video
83,1990,1990 .06.30 개봉,영화,공포,백사의 전설,켄 러셀,https://movie-phinf.pstatic.net/20111223_45/1324567865999hdoxE_JPEG/movie_image.jpg,"고고학자 앤거스는 메리와 이브 자매의 집뜰에서 공룡과 비슷한 두개골을 발견하고 자기방에 안치한다. 그날 밤 파티에 갔다온 앤거스와 매리는 어니로부터 동굴에서 발견했다는 아버지의 시계를 받는다. 메리는 홀연히 자취를 감춘 부모가 살아 있다고 믿었으므로 내일 동굴 수색에 나서기로 한다. 다음날 파티에서 밤을 샌 이브가 제임스와 함께 온다. 그녀는 무서운 환상을 보고 제임스는 불길한 예감에 두개골을 찾지만 어디론가 사라지고 없다. 제임스는 봄이면 신전의 저택에 오는 실비아가 뱀의 화신이라고 확신하고 메리, 앤거스와 함께 동굴을 탐사한다. 그리고 혼자 집에 오던 이브는 실비아의 마법으로 저택에간다. 앤거스가 발견한 두개골과 인신공양할 처녀가 있으면 어둠의 왕 다이오니온을 부활시킬 수 있는 것이다. 앤거스는 이브를 구하기 위해 혈청주사를 맞고 신전의 저택으로 간다. 사녀로 변한 실비아에게 물리면서도 간신히 이브를 구출하고, 실비아와 되살아나려던 흰구렁이를 수류탄으로 박살낸다.",해외,영국,https://www.youtube.com/watch?v=6sWKII3PPXM,-,-,청소년 관람불가,93분,-,폴 브룩 새미 데이비스 캐서린 옥센버그 휴 그랜트 아만다 도노호 ,  켄 러셀 Ken Russell (각본) 브램 스토커 Bram Stoker (원작자),-,-,-,       -,https://www.youtube.com/watch?v=kJWo5Sm-Nf0
84,-,-,영화,"범죄, 드라마",백색 전쟁,브라이언 깁슨,https://movie-phinf.pstatic.net/20111223_257/13246433594080Piu4_JPEG/movie_image.jpg,미국으로의 마약 유입의 온상지인 멕시코로 마약 유입을 방지하고자 하는 단속반원의 일원으로 키키(Enrique 'Kiki' Camarena: 스티븐 바우어 분)가 파견된다. 키키 일행의 대대적인 마약 단속으로 마약 사범들을 찾아내고 마약 재배 농장이 있는 곳도 찾아내게 된다. 그러나 마약의 유통 경로는 비밀 조직으로 되어있어 일망타진하기가 어려울 뿐더러 멕시코 경찰의 비협조로 수사는 난관에 부딪힌다. 그러나 마약 농장을 덮쳐 관련자들을 체포하는 등 수사에 활기를 띄기 시작하자 키키에게 귀국 명령이 떨어진다. 그런데 귀국을 며칠 앞두고 마약상 일당에게 납치되어 키키의 행방이 묘연해진다. 이에 단속반원들은 키키의 구출작전을 실시하려하나 어려움에 부딪히게 된다.,해외,미국,https://www.youtube.com/watch?v=KVrkHX0u7vs,-,-,PG-13,-,-,레이몬드 J. 배리 토마스 밀리안 토니 플라나 가이 보이드 베니시오 델 토로 미겔 페레 엘리자베스 페나 스티븐 바우어 ,  크리스토퍼 카나안 Christopher Canaan (각본) 브랑코 러스틱 Branko Lustig (제작) 마이클 만 Michael Mann (제작) 샌디 시셀 Sandi Sissel (촬영) 찰스 번스타인 Charles Bernstein (음악) 케빈 크레스니 Kevin Krasny (편집) 스킵 슐닉 Skip Schoolnik (편집),-,-,-,-,https://www.youtube.com/watch?v=9NgDgsRrQtk
85,1990,1990 .03.31 개봉,영화,액션,베스트 오브 더 베스트,로버트 래들러,https://movie-phinf.pstatic.net/20111221_191/1324455471356gBYvo_JPEG/movie_image.jpg,"태권도를 하는 알렉스는 3년전 어깨 부상을 당한 후 치료를 하면서 재기의 기회를 노리던 중 1989년도 세계 챔피언전에 미국 대표 선수 5명에 발탁되어 맹훈련을 받는다. 5명 중에는 한국계 미국인인 타미 리도 있다. 그는 15여 년 전 한-미 친선 태권도 경기에서 미국 대표로 출전한 자신의 형이 한국 최강의 선수 대한에게 죽음을 당하자 이것의 복수를 벼르고 있던 차에 그와 맞닥드리게 된 절호의 기회가 온 것이다. 타미는 상대를 죽음으로도 몰 수 있는 뛰어난 실력을 갖고 있지만 왠지 모를 두려움에 사로잡혀 있다.@  마침내, 한국의 장충 체육관. 수 많은 관중이 지켜보는 가운데 한-미 태권도 시합이 벌어진다. 시종 리드를 당하던 미국은 한쪽 팔을 부상당한 알렉스의 분투로 승기를 잡고 한국을 추격, 마지막 타미에 이르러서는 완전히 역전의 기회를 잡는다. 그런데, 대한을 TKO까지 몰고 간 타미가 결정적인 순간에 주춤한다. 코치 쿠조, 알렉스도 타미에게 자제하게 하고, 이로 인해 33대 32로 미국팀은 아깝게 패한다. 타미는 복수에 대한 죽음이 헛됨을 깨달은 것이다. 시합이 끝나고, 메달 수여식에서 대한은 타미에게 형을 죽인 것에 대해 사죄하면서 자기가 졌노라고 머리를 숙인다.",해외,미국,https://www.youtube.com/watch?v=GQlEFBtpGpY,-,-,PG-13,97분,-,존 P. 라이언 필립 리 샐리 커클랜드 제임스 얼 존스 에릭 로버츠 ,  폴 레빈 Paul Levine (각본) 필립 리 Phillip Rhee (원안) 폴 레빈 Paul Levine (원안) 필립 리 Phillip Rhee (제작) 피터 E. 스트라우스 Peter E. Strauss (제작) 마론 스택스 Marlon Staggs (라인프로듀서) 데보라 스콧 Deborah Scott (협력프로듀서) 마이클 홀즈만 Michael Holzman (기획) 프랭크 귀스트라 Frank Giustra (기획) 더그 라이언 Doug Ryan (촬영) 폴 길먼 Paul Gilman (음악) 킴 리스 Kim Rees (미술) 짐 타지아 Jim Tarzia (의상) 윌리엄 호이 William Hoy (편집),-,-,-,-,https://www.youtube.com/watch?v=PczEE2bcCbM
86,1990,1990 .11.10 개봉,영화,드라마,벨트,지울리아나 감바,https://ssl.pstatic.net/static/movie/2012/06/dft_img77x110_1.png,-,해외,이탈리아,https://www.youtube.com/watch?v=2hzMQ3wLxBw,-,-,NR,93분,-,이바노 마레스코티 리카르도 살비노 리디아 브로콜리노 카렌 무어 안나 보나이토 지울리아나 캘란드라 제임스 루소 ,  피에로 드 베르나르디 Piero De Bernardi (각본) 알베르토 모라비아 Alberto Moravia (원작자) 지오바니 베르톨루치 Giovanni Bertolucci (제작) 갈리아노 주소 Galliano Juso (제작) 니콜라 피오바니 Nicola Piovani (음악),-,-,-,      -,https://www.youtube.com/watch?v=JDqfN4g_umM
87,1990,1990 .08.04 개봉,영화,"코미디, 액션, 가족",별난 두 영웅,남기남,https://movie-phinf.pstatic.net/20111222_88/13245653444388DqdP_JPEG/movie_image.jpg,천성이 낙천적이고 바보스러운 영구와 맹순은 같은 고아원 출신이다. 이들은 화개장터에서 장터마당을 청소해 주고 장꾼들을 보호해주기도 하지만 의협심 또한 강하다. 그러던 어느날 이들은 중앙으로 진출해 성공하겠다는 야망을 품고 시골생활을 청산하고 서울로 올라간다. 영구와 맹순은 번화한 서울거리에서 촌닭같이 어수룩하게 굴다가 트렁크까지 빼았긴다. 그러나 곧 건달들을 제압하고 오장동 건달 사단의 두목이 된다. 그러나 생리적으로 건달생활이 어울리지 않는 이들은 건실한 생활을 위해 새로운 일자리를 찾아 나선다. 결국 온갖 일을 다 겪은 영구와 맹순은 각박한 서울 생활에 염증을 느끼고 다시 인정이 훈훈한 시골로 내려간다.,국내,한국,https://www.youtube.com/watch?v=Iytl1EiplQQ,-,-,전체 관람가,94분,-,박미선 심형래 ,  홍종원 (각본) 김차곤 (제작부장) 최상균 (제작) 김계성 (기획) 이상운 (기획) 이종영 (촬영부) 허봉완 (촬영부) 양희만 (촬영부) 김인홍 (촬영) 조길수 (조명) 이주생 (조명부) 홍호진 (조명부) 김경선 (조명부) 이윤원 (조명부) 노기흘 (스틸) 장경철 (조감독) 이승한 (조감독) 김성은 (조감독) 김병수 (녹음) 이종식 (음악) 김유준 (미술) 윤종두 (옵티컬) 장동일 (무술감독) 송일근 (분장) 현동춘 (편집) 권순학 (색보정) 이원우 (소품) 세방현상소 (현상) 양대호 (효과),-,-,-, ,-
88,-,-,영화,드라마,별난가족 별난학교,정운현,https://ssl.pstatic.net/static/movie/2012/06/dft_img77x110_1.png,어린이들이 학교와 가정을 중심으로 생활에서 겪게 되는 이야기,국내,한국,https://www.youtube.com/watch?v=Ac_L_l77e38,-,-,-,-,-,최병학 양희경 김민정 나문희 김상순 ,  장선우 (각본),-,-,-,-,https://www.youtube.com/watch?v=ZBoOQu9tVQg
90,1990,1990 .08.18 개봉,영화,"액션, 멜로/로맨스",복수무정,브루스 말라무스,https://movie-phinf.pstatic.net/20111221_204/1324461125280OhNhO_JPEG/movie_image.jpg,"1983년 LA. 어느 고위 정치인의 부패와 살인 음모를 알아낸 로스앤젤레스의 형사 메이슨 스톰(Mason Storm: 스티븐 시걸 분)은 그 정치가와 악당, 그리고 부패 경찰의 표적이 된다. 그들의 기습을 받은 스톰은 외부에는 죽은 것으로 알려진 채 무의식 상태로 7년을 보낸다.@  그가 다시 의식을 돌린 순간, 그는 곁에 아름다운 간호원 앤디 스튜워트(Andy Stewart: 켈리 르브룩 분)가 있는 걸 보게 된다. 무의식 환자 병실의 담당 간호원인 스튜워트는 그동안 의식 불명의 스톰이 누군지도 모른 채 간호를 하면서 가까워졌던 것이다. 스톰이 깨어났다는 것을 안 악당들의 기습에서 간신히 병원에서 빠져 나온 스톰은 스튜워트의 도움으로 건강을 회복하며 복수의 칼을 간다. 그러나 악당들은 집요하게 그를 해치우려 덤벼온다. 하지만 아내와 아들의 복수를 다짐한 그의 앞길을 아무 것도 막을 수는 없었다.",해외,미국,https://www.youtube.com/watch?v=LF7YG_NdZhA,-,-,청소년 관람불가,100분,-,프레데릭 코핀 빌 새들러 켈리 르브락 스티븐 시걸 ,  스티븐 맥케이 Steven McKay (각본) 게리 아델슨 Gary Adelson (제작) 조엘 시몬 Joel Simon (제작) 빌 토드만 주니어 Bill Todman Jr. (제작) 조나단 쉐인버그 Jonathan Sheinberg (공동제작) 리 리치 Lee Rich (기획) 마이클 라흐밀 Michael Rachmil (기획) 매튜 F. 레오네티 Matthew F. Leonetti (촬영) 데이비드 마이클 프랭크 David Michael Frank (음악) 롭 윌슨 킹 Robb Wilson King (미술) 존 F. 링크 John F. Link (편집) 글렌 다니엘스 Glenn Daniels (배역),-,-,-,       ,https://www.youtube.com/watch?v=941-lj64cg0
91,1990,1990 .02.24 개봉,영화,"드라마, 액션, 멜로/로맨스",복수의 만가,양본희,https://movie-phinf.pstatic.net/20111224_50/1324653018212MnYxc_JPEG/movie_image.jpg,"옥봉은 불량 소녀지만 마약 조직의 로버트를 목숨보다 더 사랑한다. 로버트는 그녀의 맹목적인 사랑을 이용하여 조직의 두목과 간부, 형까지 죽여서 교도소 들어가 있는 위니를 죽이라고 한다. 교도소에 들어온 옥봉은 로버트를 위해 위니를 찾는다. 그러던 중 교도소내의 우두머리 히맨과 충돌,위기에 몰린 그녀를 한 죄수가 구해준다. 옥봉은 그녀와 가까와지고, 우연히 그녀가 위니임을 알게 되지만, 너무 친해져 그녀에게 칼을 겨눌 수 없어 괴로워 한다. 아편을 하던 아버지 때문에 창녀가 되었던 위니는 마약 조직을 탐사하려고 깡패로 가장하고 있던 용을 만나 행복을 맛본다. 그러나 용의 신분이 탄로나 비참하게 죽자, 조직의 두목과 간부들을 살해함으로써 복수한 것이다. 위니의 사정을 안 옥봉은 차라리 자신이 죽기를 결심하고 교도소를 나선다. 줄기차게 내리는 비속으로 달려오던 로버트의 차는 옥봉을 발견하고도 그대로 그녀를 들이받고 다시 비속으로 사라진다.",해외,홍콩,https://www.youtube.com/watch?v=Lu606SKCtWA,-,-,NR,92분,-,오지군 왕룡위 증강 예설 임건명 나요웅 대지위 마사신 오가려 유덕화 ,  우범 (각본) 노관정 (음악),-,-,-,-,https://www.youtube.com/watch?v=jmsCWzoWOmI
92,1990,1990 .12.22 개봉,영화,"드라마, 코미디",볼륨을 높여라,알란 모일,https://movie-phinf.pstatic.net/20111222_238/1324498716553wxnHK_JPEG/movie_image.jpg,"내성적인 고교생 마크(Mark Hunter: 크리스찬 슬레이터 분). 아버지는 고향 뉴욕의 친구들을 그리워하는 마크에게 그들과 교신하라며 아마추어 무선통신기를 사준다. 마크의 유일한 친구가 된 무신통신기, 낮에는 말 한마디 않던 그가 밤만 되면 교신기의 마이크를 잡고 발칸포처럼 말을 쏟아낸다. 누가 듣고 있으리라고는 꿈에도 생각치 못한 채. 그러던 어느날, 라디오 FM채녈을 통해 수신된 자신의 목소리를 학생들이 녹음해 즐긴다는 사실을 알게 된 마크, 그는 이제 밤 10시만 되면 젊은 청취자들을 사로잡는 정체불명의 DJ하드 해리가 되어 기상천외의 해적 방송을 시작한다.",해외,미국,https://www.youtube.com/watch?v=b5BjBqdkVKI,-,-,12세 관람가,105분,-,사만다 마티스 스콧 폴린 앤디 로마노 애니 로스 크리스찬 슬레이터 ,  알란 모일 Allan Moyle (각본) 존 버로우즈 John Burrows (프로듀서) 잔느 밴 콧 Jeanne Van Cott (프로듀서) 사라 리셔 Sara Risher (기획) 니콜라스 스틸리아디스 Nicolas Stiliadis (기획) 시드 카프 Syd Cappe (기획) 왈트 로이드 Walt Lloyd (촬영) 조쉬 맥라글렌 Josh McLaglen (조연출) 다니엘 R. 슈하트 Daniel R. Suhart (조연출) 클리프 마티네즈 Cliff Martinez (음악) 롭 윌슨 킹 Robb Wilson King (미술) 제니스 햄톤 Janice Hampton (편집) 래리 벅 Larry Bock (편집) 주디스 홀스트러 Judith Holstra (배역),배우/제작진 수상 이력@수상정보 테이블표@1990@제 16회 시애틀국제영화제@수상@관객상-작품상 (알란 모일),-,-,       -,-
94,1990,1990 개봉,영화,드라마,부마동자,강구연,https://ssl.pstatic.net/static/movie/2012/06/dft_img77x110_1.png,여우왕의 급습으로 중상을 입은 진예는 신검을 빼앗긴 채 인가에 맡겨진다.다음날 진예를 발견한 마을 사람들은 큰 소란을 피운다. 그러나 그를 간호했던 만아는 점차 연정을 느낀다.지하세계의 사람인 진예가 사람들의 세상에서 지낼 수 있는 시간은 한정되어있다. 그런데 더더욱 그를 괴롭히는 것은 그가 마을에 온 이후로 밤마다 닭들이 죽어가고 아이가 없어지는 등 변괴가 끊이지 않는 것이다.이러한 악전고투 끝에 신검을 찾으려하나 이미 오랫동안 사람들 사이에서 체류해서 힘이 약해진 진예는 계속 위기에 몰린다. 그럴 때마다 만아의 도움으로 간신히 도움을 받은 진예는 신검을 찾아 여우왕을 물리친다.,국내,한국,https://www.youtube.com/watch?v=Ss7wQJPFFoQ,-,-,전체 관람가,84분,-,서경선 임소로 ,  강구연 (각본) 이금복 (제작) 최정운 (촬영) 조길수 (조명) 강인구 (음악) 도용우 (미술) 현동춘 (편집),-,-,-, ,https://www.youtube.com/watch?v=Yk-fht8RnSE
95,-,-,영화,드라마,북경의 붉은 물결,백경서,https://ssl.pstatic.net/static/movie/2012/06/dft_img77x110_1.png,영국에서 과학연구를 하고 돌아와 과 학원 부원장이 된 심의부(진상림 분)는 부친이 유소기파다. 그가 사랑하는 위형(호혜중 분)이 여자정보원인 줄도 모르고 깊은 사랑에 빠지고 위령 역시 사상과 혁명을 떠나 끝내는 심의부를 진실로 사랑한다. 홍위병이 드그세하면서 심의부는 투옥되고 위령은 감금되어 정신착란을 일으킨다. 모택동이 죽고 북경에도 자유의 물결이 넘칠때 두 사람 사이에 난딸이 북경거리에 문화혁명 비판의 대자보를 붙이는 역사의 순환이 중국을 잘 표현해준다.,해외,대만,https://www.youtube.com/watch?v=RhiUHQx6szU,-,-,NR,-,-,관산 가준웅 귀아뢰 왕각 랑웅 진상림 호혜중 ,  등육곤 (각본),-,-,-,-,https://www.youtube.com/watch?v=FnuIMmupfMM
96,1990,1990 .06.02 개봉,영화,"액션, 드라마",분노의 눈동자,리처드 C. 사라피안,https://movie-phinf.pstatic.net/20111222_42/1324560006759wSo9C_JPEG/movie_image.jpg,-,해외,미국,https://www.youtube.com/watch?v=XECCB0WNk6o,-,-,R,92분,-,킴벌린 브라운 윌리엄 스미스 버트 렘슨 세이무어 카셀 야펫 코토 게리 부시 ,  마이클 토머스 몽고메리 Michael Thomas Montgomery (각본) 토니 스코티 Tony Scotti (제작) 마이클 토머스 몽고메리 Michael Thomas Montgomery (공동제작) 허브 나나스 Herb Nanas (기획) 벤 스코티 Ben Scotti (기획) 피터 리온스 콜리스터 Peter Lyons Collister (촬영) 돈 프레스턴 Don Preston (음악) 웨인 스프링필드 Wayne Springfield (아트디렉터) 바바라 잉글하트 Barbara Inglehart (의상) 그레고리 프런지 Gregory Prange (편집) 제롤드 프랭크스 Jerold Franks (배역) 알 오노라토 Al Onorato (배역),-,-,-,        -,https://www.youtube.com/watch?v=mcJEAuxWdqI
97,1990,1990 .09.08 개봉,영화,"코미디, SF, 공포",불가사리,론 언더우드,https://movie-phinf.pstatic.net/20111222_225/1324488303172RXyER_JPEG/movie_image.jpg,"네바다주 사막 한 가운데 있는 작은 마을에는 20명도 안되는 주민들이 서로 도우며 살고 있다. 심부름 센터에서 일하는 발렌타인(Valentine McKee: 케빈 베이컨 분)과 얼은 농장의 선반을 만들어 주고 다음 일터로 가려고 황량한 사막길을 가던 중 론다(Rhonda LeBeck: 핀 카터 분)를 만난다. 그녀는 지진학을 전공하는 대학원생으로 한 학기 동안 이 마을에서 지진학을 연구하고 있다. 그녀의 지진계에서는 수 일 전부터 이상한 진동이 기록되고 있다.@  마을에서 다른 일을 하다 자신들의 처지에 화가 난 발렌타인과 얼(Earl Bassett: 프레드 워드 분)은 직업을 바꾸기 위해 이사를 하기로 한다. 새로운 일터로 향하던 그들은 고압 철탑에 매달려 죽은 에드거(Edgar: 선샤인 파커 분)를 발견한다. 이어서 소가 없어지고 전화선이 끊기는 등 이상한 일이 계속되고 마을은 고립된다. 발렌타인과 얼, 론다는 지금가지 일어난 일들의 원인이 사물의 진동을 느기고 공격하는 거대한 뱀의 돌연변이 트레모어스임을 알아낸다. 마을 사람들이 모두 괴물퇴치작전에 앞장서는 가운데 이들은 끝까지 침착함을 잃지 않고 괴물을 퇴치한다.",해외,미국,https://www.youtube.com/watch?v=K0yqAd1xSi8,-,-,PG-13,92분,-,콘래드 바흐먼 비비 베쉬 리처드 마커스 토니 제나로 샬로트 스테워트 레바 매킨타이어 아리아나 리처즈 로버트 제인 빅터 웡 마이클 그로스 핀 카터 프레드 워드 케빈 베이컨 ,  S.S. 윌슨 S.S. Wilson (각본) 브렌트 매덕 Brent Maddock (각본) S.S. 윌슨 S.S. Wilson (원안) 브렌트 매덕 Brent Maddock (원안) 론 언더우드 Ron Underwood (원안) 지니 너겐트 Ginny Nugent (Line PD) 브렌트 매덕 Brent Maddock (제작) S.S. 윌슨 S.S. Wilson (제작) 엘렌 콜렛 Ellen Collett (협력프로듀서) 게일 앤 허드 Gale Anne Hurd (기획) 알렉산더 그루스진스키 Alexander Gruszynski (촬영) 어니스트 트루스트 Ernest Troost (음악) 이보 크리스탄트 Ivo Cristante (미술) 아비게일 머레이 Abigail Murray (의상) O. 니콜라스 브라운 O. Nicholas Brown (편집) 팜 딕슨 Pam Dixon (배역),-,-,-,-,https://www.youtube.com/watch?v=SBLSTbnJVV4
98,-,-,영화,드라마,불의 나라,류시형,https://ssl.pstatic.net/static/movie/2012/06/dft_img77x110_1.png,서울에서 성공하겠다는 꿈을 안고 상경한 충청도 시골 청년의 이야기,국내,한국,https://www.youtube.com/watch?v=fe_jLzTyd-k,-,-,-,-,-,이종남 김도연 김성겸 김순철 장항선 박주아 이원용 정동환 윤승원 나영희 ,  김지수 (각본),-,-,-,-,https://www.youtube.com/watch?v=8riqKrh3KJg
101,1990,1990 .06.23 개봉,영화,"액션, 모험, 스릴러",붉은 10월,존 맥티어난,https://movie-phinf.pstatic.net/20111221_32/1324464959628ufcCH_JPEG/movie_image.jpg,"{1984년 11월, 고르바쵸프(Gorbachev)가 집권하기 직전, 한 소련 잠수함이 그랜드 뱅크(The Grand Banks) 남쪽에 나타났다가 원자로 사고가 원인이었든 듯 다시 깊은 바다 속으로 가라앉고 말았다. 미확인 보고에 의하면 일부 승무원들은 구조되었다고 한다. 그러나 미국과 소련은 성명을 거듭 발표하여 이제 시작될 이 영화의 내용과 같은 사건은 절대 없었다고 주장했다.}@  시베리아에서 부는 찬 바람이 매섭게 스치는 소련의 잠수함 기지(Soyiet Sub Base) 북쪽 무르만스크항(Murmansk) 근처의 폴리자르니 해협(Polijarny Inlet). 최신 핵잠수함 '붉은 10월'가 해저 훈련을 떠난다. 이 잠수함에 새로 설치된 소음 제거 장치의 실험을 위해 시험용으로 발진한 것이다. 그러나 이것을 속임수일 뿐이고, 사실은 함장 라미우스(Marin Ramius: 숀 코넬리 분)와 부함장이 미국으로 망명하기 위한 구실이었다.@  초고속으로 해저 항진을 해도 아무 소리가 들리지 않는 가공할 만한 잠수함이 갑자기 항로에서 실종되자 소련과 미국에서 비상사태가 시작된다. 소련의 모스크바 정부에서는 붉은 10월을 폭파하기 위해 전함대를 동원하고, 미국의 워싱턴 정부는 이 잠수함이 핵탄두를 실은 채 미국 전역을 강타하려는 것이 아닌가 하는 불안에 사로잡혀 추격 명령을 내린다. 이제 미.소의 추격전 속에서도 붉은 10월은 미국 동부해안으로 항진을 계속한다. 해저와 해상에서 최신 병기가 동원되고, 숨막히는 숨바꼭질이 이어진다.",해외,미국,https://www.youtube.com/watch?v=q5lMtdpOIGM,-,-,PG,135분,-,코트니 B. 반스 프레드 달튼 톰슨 스텔란 스카스가드 샘 닐 리처드 조던 제프리 존스 제임스 얼 존스 스콧 글렌 피터 퍼스 팀 커리 조스 아클랜드 알렉 볼드윈 숀 코네리 ,  래리 퍼거슨 Larry Ferguson (각본) 도널드 스튜어트 Donald Stewart (각본) 톰 클랜시 Tom Clancy (원작자) 마크 뉴펠드 Mace Neufeld (제작) 얀 드봉 Jan De Bont (촬영) 바질 폴레두리스 Basil Poledouris (음악) 테렌스 마쉬 Terence Marsh (미술) 스티브 벡 Steve Beck (특수효과) 데니스 버클러 Dennis Virkler (편집) 존 라이트 John Wright (편집) 아만다 맥키 존슨 Amanda Mackey Johnson (배역),배우/제작진 수상 이력@수상정보 테이블표@2015@제 7회 본 스릴러 국제영화제@후보@오마주 - 존 맥티어난 (존 맥티어난)@1991@제 63회 미국 아카데미 시상식@수상@음향편집상 (Cecelia Hall),-,-,-,-
102,1990,1990 .09.29 개봉,영화,드라마,브룩클린으로 가는 마지막 비상구,울리히 에델,https://movie-phinf.pstatic.net/20111223_194/1324633892185Y6YSR_JPEG/movie_image.jpg,"{내가 이제 일어나서 성읍을 돌아다니며, 거리와 큰 길에서 내 혼이 사랑하는 그를 찾으리니.(I will rise now, and go about the city in the streets, and in the broad ways I will seek him whom my soul loveth.) - 아가 3장 2절(song of Solomon 3:2,3) -}@  노동조합 선전부장 해리(Harry Black: 스티븐 랭 분)는 열성적으로 파업에 참여하지만 우연히 자신이 호모라는 사실을 깨닫고 방황한다. 여장 남자와의 사랑에 빠져 공금을 횡령하고, 노동자와 구사대간의 치열한 싸움에서 보여준 영웅적 행동도 보상받지 못한다. 급기야 동네 소년을 범하려다가 불량배들에게 집단 폭행을 당한다.@  한편 창녀 트랄라(Tralala: 제니퍼 제이슨 리 분)는 남자를 꼬시러 맨하탄에 갔다가 진심으로 자신을 사랑해주는 군인을 만난다. 그가 한국전에 참전하러 떠나자 트랄라는 상실감에 빠지고 급기야는 바에서 옷을 벗으며 자신의 슬픔을 토로하고 온 거리의 남자들이 그녀를 짓밟는다. 반쯤 실신한 트랄라를 구해주는 사람은 그녀를 남몰래 연모하고 있던 소년 스푸크(카메론 조핸). 자신의 오토바이에 제일 먼저 트랄라를 태우는 것이 꿈인 스푸크는 누나의 결혼식 날 드디어 오토바이를 선물받자 트랄라를 찾아나선다. 겨우 공터에서 그녀를 찾아내지만, 옷은 다 찢어지고 얼굴도 멍든 채 죽은 듯이 누워있는데.",해외,미국 / 영국 / 독일(구 서독),https://www.youtube.com/watch?v=iZPRPtuc8Ho,-,-,청소년 관람불가,102분,-,버나드 제티 카밀 사비올라 프랭크 아키아토 릭키 레이크 캐머런 조한 존 코스텔로 스티븐 볼드윈 알렉시스 아퀘트 제리 오바치 크리스토퍼 머네이 피터 돕슨 버트 영 제니퍼 제이슨 리 스티븐 랭 ,  데스몬드 나카노 Desmond Nakano (각본) 허버트 셀비 주니어 Hubert Selby Jr. (원작자) 베른트 아이힝거 Bernd Eichinger (제작) G. 맥 브라운 G. Mac Brown (라인프로듀서) 디에터 메이어 Dieter Meyer (라인프로듀서) 제이크 에버츠 Jake Eberts (협력프로듀서) 스테판 크자프스키 Stefan Czapsky (촬영) 글렌 트로티너 Glen Trotiner (조감독) 마크 노플러 Mark Knopfler (음악) 레슬리 A. 포프 Leslie A. Pope (세트) 캐롤 오디츠 Carol Oditz (의상) 피터 프지고더 Peter Przygodda (편집) 데보라 아퀼라 Deborah Aquila (배역) 제프리 파세로 Jeffery Passero (배역),배우/제작진 수상 이력@수상정보 테이블표@1990@제 55회 뉴욕 비평가 협회상@수상@여우조연상 (제니퍼 제인슨 리),-,-,-,https://www.youtube.com/watch?v=iZPRPtuc8Ho
103,1990,1990 .01.26 개봉,영화,"액션, 범죄, 드라마",블랙 레인,리들리 스콧,https://movie-phinf.pstatic.net/20111222_251/1324537670585B6qdT_JPEG/movie_image.jpg,"뉴욕 형사 닉(Nick Conklin: 마이클 더글러스 분)과 찰리(Charlie Vincent: 앤디 가르시아 분)는 야쿠자 두목을 체포해서 일본으로 압송시키기 위해 오사카에 온다. 그러나 형사를 가장하고 온 야쿠자들에게 살인범을 넘겨주고 만다. 이들은 책임을 다하기 위해 일본에 남아 살인자를 추적하지만 오사카 경시청은 전혀 협조를 안한다. 그런 중에도 닉과 찰리는 일본 경찰을 따라다니며 야쿠자들을 찾는다. 한편 복수를 노리던 야쿠자 조직이 찰리를 유인하여 무참히 살해한다. 슬픔에 빠진 닉에게 오사카 경찰 강력 반장 마스모도(Masahiro Matsumoto: 켄 다카쿠라 분)가 찰리의 유품과 함께 총을 건네준다. 닉은 마스모드와 함께 야쿠자 조직에 관한 정보를 캔다. 그들의 접선 정보를 듣고 급습하지만 살인자는 도주한다. 이 사건으로 마스모도 반장은 징계를 당하고 닉은 뉴욕으로 송환된다. 그러나 비행기에서 탈출한 닉은 마스모도와 함께 서로 주도권을 다투는 다른 야쿠자 조직과 연대해 살인자가 숨어 있는 조직의 본부에 잠입, 그들을 소탕한다.",해외,미국,https://www.youtube.com/watch?v=h43kW_96xTU,-,-,청소년 관람불가,125분,-,케이트 캡쇼 다카쿠라 켄 앤디 가르시아 마이클 더글라스 ,  크레그 볼로틴 Craig Bolotin (각본) 워렌 루이스 Warren Lewis (각본) 스탠리 R. 제프 Stanley R. Jaffe (제작) 셰리 랜싱 Sherry Lansing (제작) 앨런 포울 Alan Poul (협력프로듀서) 크레그 볼로틴 Craig Bolotin (기획) 줄리 커크햄 Julie Kirkham (기획) 얀 드봉 Jan De Bont (촬영) 한스 짐머 Hans Zimmer (음악) 노리스 스펜서 Norris Spencer (미술) 엘렌 미로닉 Ellen Mirojnick (의상) 톰 롤프 Tom Rolf (편집),-,-,-,      -,-
